k_u,k_v,cosine
61,875,0.03842476169518747
75,875,0.03928222549649763
44,263,0.036653859209122466
79,483,0.07308511572357959
107,10241,0.14879788201421118
86,123,0.09918026687051487
24,96,0.20625427801878243
28,96,0.20696696341940038
11,15,0.04607340011390929
80,6837,0.2199011454438334
80,18251,0.22924521253481941
80,84,0.15396979350383
135,141,0.08272527680586876
141,229,0.03892212980309319
640,1401,0.14097156339306727
74,76,0.10515326621044513
260,431,0.22332160929279132
260,903,0.0796739332652148
151,260,0.22874363192954025
55,76,0.13656861314706265
11,17,0.1640750326271732
40,814,0.0032338621445281964
25,101,0.19399506528900556
114,128,0.044043071885302494
97,5277,0.15750322158620056
20,206,0.23203747862656554
35,608,0.22472644433092392
89,7829,0.23821707675112685
89,514,0.19766398357455264
37,53,0.24012510893988712
81,23813,0.2682168252519871
44,117,0.08008508167718416
32,117,0.17411375009276256
12,44,0.032932461766839755
206,1008,0.19714457367546587
11,30,0.13551196370082794
129,5277,0.14802969834476315
55,125,0.12509228880218337
125,28914,0.24109039558913892
1253,2167,0.22997680361968598
423,1253,0.25411202830927115
278,1253,0.21073307254231727
514,1253,0.2455494127493597
45,58,0.20712179020656207
26,45,0.24015342249057287
73,546,0.19538861758374196
93,515,0.1929408452907157
107,515,0.12386315523530467
54,515,0.1575142966897366
125,515,0.17745758556698488
134,202,0.024506585151045392
93,134,0.011654690879818522
156,12086,0.11566201874800736
936,3722,0.07169017856009945
936,1445,0.16176662517904852
282,936,0.08074023155790776
30,180,0.15632835813619989
25,180,0.18383515290725222
14,18,0.23020708109225846
29,175159,0.1248788727074463
307,596,0.225081960381742
596,3250,0.20096968413828847
151,518,0.25732956744448565
8,30,0.13708264877113377
116,693,0.2977816276227996
268,382,0.22946148139887904
27,165,0.033847784605451445
86,28914,0.2134874112978922
344,741,0.10907626600346929
48,28914,0.05595211151582165
115,1033,0.4144435177935011
115,1235,0.2045664899348404
11,16,0.21807076642303364
33,38,0.2141898429075119
19,33,0.19984752424790098
8,47,0.08226935761797273
368,661,0.09945280943076157
211,368,0.17113155214476006
276,368,0.17355039623492052
19,42,0.23973886202236314
586,2799,0.20351286248928754
586,3750,0.16433079293735506
121,635,0.19713554869440747
245,932,0.3214293011833276
77,932,0.035180233341734986
239,932,0.22510381353822628
360,932,0.1810025986518997
102,5162,0.19080086155289236
100,5162,0.20156992072780755
217,5162,0.18247169146122538
151,5162,0.17878866361653803
20,2167,0.2165511377628888
328,633,0.022161353731368863
19,175159,0.033121114222326546
37,316,0.14398115750922189
133,2504,0.1958372239779515
20,133,0.3352147579587623
23,458,0.039140036952027925
169,23813,0.15328936777144528
49,155,0.25161478375751634
77,531,0.07960434629232307
26,67,0.07870464820885933
14,175159,0.04654074528015242
595,1405,0.09008611246574609
120,595,0.14899957561341545
30,42,0.14905123866752407
42,18318,0.2014219088836209
556,2858,0.14363204872994761
110,348,0.16725713518281413
141,318,0.11048609155422047
47,626,0.09200330299764245
47,90,0.12017537429582344
24,26,0.18574436120506482
19,175159,0.06517602244390597
73,664,0.06247259013024863
20,58,0.21519622596002957
85,133,0.1395354477601199
38,258,0.10167003606003625
10,120,0.1757965818088337
25,58,0.2515693776686066
14,58,0.16907412645223202
99,431,0.20813404262715918
99,431,0.07902136830156921
195,431,0.2155701956612564
49,119,0.015316380849848408
63,142,0.10803522275339172
17,107,0.16057986847325317
14,175159,0.14599562055510173
142,18907,0.18812207444583248
11,18907,0.1183366234217515
57,18907,0.21672535339659904
293,18907,0.06984876681711473
207,18907,0.2362891477326421
61,18907,0.034163101423772664
224,18907,0.10203399195514323
184,18907,0.13874700797567824
33,18907,0.07792150760037302
112,18907,0.3242893897541004
29,18907,0.3275486598109
36,18907,0.10144806044364538
608,3198,0.0736907939201415
139,3198,0.03873264225081971
178,3198,0.01465928076153583
411,3999,0.0774851696753864
411,7829,0.16412144720252367
342,411,0.19928176038864526
18,550,0.22836616742320304
118,1395,0.24703297194760931
118,328,0.2759298306283492
89,118,0.2112035720512523
53,123,0.08747473537810468
19,23,0.10893245361026437
55,60,0.20325725988704643
17,55,0.2185283021092762
605,6904,0.032707137300138266
605,911,0.04435984089113841
121,11474,0.12300242783296704
55,12785,0.31758523108912606
20,32,0.22272212097275723
71,329,0.066874913390495
21,31,0.20064198698149407
25,31,0.26527577246726275
36,65,0.048426869298319054
67,484,0.2188380068186655
11,25,0.07556506889116937
11,93,0.052858473083402906
31,31,0.15227945205631527
105,8742,0.15346412096767859
11,32,0.12419582267890951
224,256,0.0932544699461264
10,34,0.2451000697795328
11,26,0.07464255640974926
204,2256,0.17415081578074088
19,2256,0.13434357726487772
40,2256,0.22583707257677166
297,2256,0.19360199528299785
35,18251,0.15885010912319716
54,8742,0.019610911227862814
51,128,0.16971255221531267
357,1139,0.312830191693285
357,637,0.22119906582111237
51,73,0.196960996680167
44,359,0.16633539751889487
40,359,0.1779052665610393
43,182,0.3479799492905499
35,19281,0.21355700274708264
49,597,0.1193891497794537
17,114,0.1750654440497435
99,245,0.024015647492435285
157,245,0.019265188977857856
84,95,0.12270569644238769
121,3618,0.2564990770519038
121,1033,0.25608745210738004
16,90,0.014559354036341324
21,43,0.19215080145728383
88,18318,0.16105205500991168
441,693,0.1425412628474518
441,1435,0.09189694980541312
441,741,0.10872562778170322
93,27914,0.030445519634068045
112,185,0.2300491881921637
147,185,0.1830502829914742
185,598,0.11228373443288903
158,185,0.26256534369528434
21,121,0.16906709129217132
205,939,0.15799618516797462
364,939,0.22919063128643002
486,939,0.21257309724353396
58,102,0.01458701632498256
28,175159,0.10795558855597381
125,284,0.10898278026810064
21,30,0.06202457428212483
89,531,0.1260385670336969
65,240,0.057887811816970704
12,51,0.11869788046936659
20,175159,0.0724161932813355
11,189,0.07695584552736195
9,32,0.2691676218595702
187,251,0.2502610627055376
251,262,0.2122067885246842
295,1018,0.06940253531412789
295,3721,0.058129689688463604
287,7007,0.0712506172655073
36,262,0.23270555164484003
39,351,0.05595777565347165
97,170,0.18693639369395898
314,27914,0.1106262057497959
22,25,0.18125544381575615
13,36,0.1977768614255128
9,175159,0.09258731903789028
71,140,0.09650236737808515
71,178,0.09947000037074458
40,6904,0.24141145985705198
23,108,0.2095137387082903
32,44,0.042419305857730794
33,38,0.1560038022694094
13,48,0.24280327263720636
115,199,0.06682591738668611
68,378,0.2644003017093939
15,22,0.19274493561186162
102,194,0.14990697336897812
13,110,0.14221138088933494
42,88,0.12130845458925213
28,88,0.16241381424824722
18,42,0.1290232327938256
54,195,0.16996840253804452
24,51,0.14137700224158806
20,24,0.15659434401427036
90,251,0.22673762192974276
19,42,0.04129355751445959
38,903,0.04556965852386381
19,90,0.046118991585624325
19,54,0.18681099172201174
14,31,0.10173663692406489
32,95,0.008568216792423356
28,175159,0.0784523180253372
362,1355,0.16916614235868016
144,14894,0.13970822640554992
19,21,0.13294297321739074
142,27914,0.10446863327210495
119,2504,0.25405012297135676
85,2504,0.2508406738252569
130,2504,0.16905820842862118
16,18,0.11473552119065414
119,18251,0.2364229160232106
106,110,0.18654985833929563
19,26,0.2578085993134239
193,636,0.06440380334820199
206,213,0.28635789520944854
91,242,0.14111509717544773
280,1139,0.09603082458241757
280,2799,0.09832599840108724
191,8742,0.24922928042773573
191,267,0.030267869651479873
318,405,0.09319890603768721
32,1182,0.09818951640696452
7,23,0.10586384518590013
10,30,0.15498398244391645
212,230,0.17794609209393963
212,1150,0.21121740275729187
23,42,0.26249450346535763
37,1204,0.11408978524742087
37,1569,0.1289109904027374
107,312,0.055784124819937136
107,770,0.10227429582680542
12,44,0.07289351987084977
56,96,0.1773033170912429
49,76,0.1377206672259368
19,405,0.07478538869236874
58,240,0.10009059979384932
62,118,0.24794165685261696
176,547,0.2058236841041302
276,12785,0.12790457027351865
28,175159,0.1358367448549215
45,3999,0.07199052522677256
142,221,0.2172532253592968
142,2428,0.17242458691243556
123,142,0.059223257475126176
152,385,0.05246544861687657
44,91,0.20848856557225826
131,422,0.10887191557699707
47,217,0.1403382038002864
18,94,0.194995866400226
88,101,0.2773615703266342
101,2428,0.2860529175699764
101,123,0.21170285077381573
101,430,0.301187411720022
23,111,0.14194311413804356
20,175159,0.012838778774235468
18,142,0.10479639561406145
469,1094,0.1052748163124928
45,2248,0.12038349529644046
30,39,0.1853036158949105
241,14894,0.10996986319992111
217,14894,0.19047384960944674
135,14894,0.0426406079854972
1094,14894,0.17913735922173185
304,14894,0.16695257376489997
98,14894,0.11004082437992685
136,14894,0.03198561006336119
104,14894,0.032579250464470605
91,14894,0.24392498326484258
293,14894,0.1409792994563323
253,14894,0.012827200841371513
122,14894,0.23206287904179115
109,14894,0.20481484365670732
13,1131,0.026564324114118035
13,30,0.24178786855401668
102,161,0.06608613857575664
16,82,0.08214779808453246
97,134,0.17902992821711955
16,215,0.16295963792063528
10,175159,0.003333972414733133
46,6997,0.09275279283626142
81,98,0.13374398840258045
35,98,0.042128174411401556
10,11,0.34619891245697976
13,19,0.15330182333549405
28,354,0.2197650841104641
214,364,0.26613527623603006
140,214,0.2209976165786744
214,1355,0.2898345659757797
95,214,0.2537597087650333
45,132,0.1141271020780706
16,20,0.17532317224286875
78,145,0.27350011628108895
78,1875,0.22042028822413173
23,142,0.20060107499686106
25,59,0.10310407809107344
49,18318,0.05337464633483177
64,318,0.1662620761377303
124,483,0.08718524763830543
45,150,0.27447737818494455
12,35,0.11460007449927427
12,61,0.1847963510333902
19,221,0.09123365442365099
34,37,0.09353265344814383
169,410,0.17987873532856838
410,3721,0.11557258590873004
278,741,0.07038976008299669
21,34,0.1856531329026182
16,78,0.03776541827705611
13,22,0.10950471392541905
14,128,0.1371177360619556
216,8742,0.2769917050409445
118,216,0.07051384401488636
27,48,0.06924930517333305
40,90,0.13142159815011317
69,74,0.03648336041002025
51,126,0.0695503744420004
503,714,0.0014935415325968053
714,1875,0.009158427239480911
561,28914,0.041373217399315904
120,303,0.04789711713077083
18,21,0.11573267120043557
24,38,0.08636441099139357
26,43,0.0690759617803272
432,1379,0.17416361334297403
432,1009,0.04907622428562222
432,1139,0.20942021990037338
196,432,0.22267191257831948
44,51,0.14958396268616775
26,569,0.1903867690189234
24,696,0.17938541973543493
49,172,0.20399053202252415
71,79,0.14708105576246966
75,175,0.16439011545796395
75,209,0.2607348609999277
16,24,0.1256857673559771
104,256,0.023158761438652815
16,24,0.2571418657298279
291,478,0.3078114490605631
38,1569,0.19490493241148718
46,72,0.35835490514974955
252,316,0.20889233293015083
76,413,0.08630084260905213
89,413,0.13212520990133603
334,413,0.10395157991885413
186,413,0.13635513983238645
28,1781,0.14437622839019948
182,414,0.2542545316397977
54,414,0.20769863452243364
14,47,0.1705920537745187
35,5285,0.13734396342507957
52,427,0.25180822485075083
8,23,0.1896888247755121
53,60,0.2003147718856714
25,175159,0.15417525465312287
216,3722,0.1290519263807972
284,3722,0.16100690936192652
175,255,0.21870150513284692
1141,1435,0.011159999348368903
58,1547,0.026991827182986955
26,216,0.09186786623572524
60,332,0.12482846361021815
8,34,0.3012930537549165
26,52,0.22628313928681684
73,511,0.0861777779365123
7,26,0.28177757106633466
21,115,0.23084199338419814
21,29,0.3637307627603481
21,31,0.15333639209116057
98,478,0.03187680803103199
29,599,0.21157841734602573
21,175159,0.1358727614507404
90,6561,0.17100118972814
90,1207,0.284136837017541
26,270,0.20452474682952976
175,439,0.08175984063297398
81,832,0.04896631873730636
25,72,0.16048088199909533
25,141,0.19890212480830247
298,11474,0.1914521084873046
298,448,0.1107402609721371
550,5285,0.21565129963169594
54,550,0.04560296204575323
92,550,0.21202625490923085
245,1659,0.2712080756695228
42,958,0.19870262824279838
15,49,0.1315691703583252
16,175159,0.13620368906010838
15,175159,0.05292763925287365
21,34,0.08909834500942715
262,2020,0.20029943721255894
174,3618,0.2974233114482512
174,208,0.21311647475547352
174,343,0.18048597006626432
174,196,0.2251427717150101
62,903,0.06701389549131914
13,175159,0.05107555872054039
130,1226,0.034878861108475635
15,66,0.2766769823364176
278,1514,0.1258148214694438
20,72,0.19994491646409118
182,3263,0.13410130555692235
16,182,0.21525443028297692
68,182,0.34382151479308765
292,303,0.0110258018276282
18,303,0.04074899260424308
16,696,0.07614103893185901
13,175159,0.060950299108692874
75,3618,0.33229379936405146
30,3618,0.3055690282988843
76,3618,0.1734063353480743
172,3618,0.24474976811099486
623,3618,0.24870598623039936
409,3618,0.16656129157866006
121,3618,0.20558320582317763
483,3618,0.03281077854959099
44,3618,0.2962374981004033
82,3618,0.2591726742404068
102,412,0.13849377650839537
412,1973,0.12754835053303737
412,1075,0.20991662601877642
164,412,0.23627098375466615
412,3721,0.13722537163576753
90,282,0.2750626463495438
190,282,0.2096808461750153
10,10,0.2059399688654047
324,5145,0.04205590926254078
79,5145,0.008123004485561289
537,5145,0.008048750043694302
97,5145,0.03331941162965086
16,79,0.19533644963133023
23,29,0.06498350575013259
65,337,0.19413582562186643
15,18,0.23653146880914544
21,59,0.11449879203790954
46,11474,0.1189116357379364
154,391,0.009900576971369828
27,391,0.049268280933469175
19,31,0.09941495304375608
46,139,0.21211407959888268
16,68,0.2324906104357781
137,1276,0.13255573753749955
22,97,0.10958784975439109
10,12,0.10564484775712406
26,151,0.022321937642268877
62,12086,0.11513946268226612
312,12086,0.05183855594891698
515,12086,0.1847506557849152
261,12086,0.09838079214424611
448,2575,0.08657507836439385
53,1009,0.08196811528746449
27,1204,0.07133746586650823
61,64,0.16873731620676224
51,653,0.09576981863061561
19,653,0.07079563736703928
27,653,0.08829560183131091
12,653,0.12695175179444276
121,653,0.1281114489397203
405,653,0.16896213981620195
48,6837,0.06931999653861891
37,6837,0.18570751835473004
70,6837,0.11102576292569771
520,6837,0.21985821779922735
787,6837,0.1406984226112274
288,6837,0.17921295768421253
75,115,0.19636368137705112
23,33,0.23017534344326068
34,83,0.03724521972519346
397,2020,0.09113483634303879
397,3052,0.09815258641293781
397,660,0.16552269664010635
24,397,0.1691605932516579
50,57,0.1307357150441415
12,18251,0.05438425074963093
23,175159,0.026893091386980837
200,491,0.199374276520485
491,690,0.13021640513727456
488,491,0.20142752961549032
315,536,0.2961882983413284
36,175159,0.06550561917691161
11,12,0.15308644652577835
15,26,0.24473811148124244
78,290,0.07915685159273173
145,290,0.18498391439063788
22,1204,0.17185239550281267
54,1204,0.18366982300915846
128,1204,0.1440107414326834
53,1204,0.2147992241668626
26,1204,0.17132737053107386
40,1204,0.19091174201174463
54,1204,0.05874354428395528
11,1204,0.14873646242083344
35,1204,0.18498881334311226
81,1204,0.21810343384704403
64,1204,0.17434316011628004
16,54,0.07979823797999577
334,3999,0.06852780728936564
30,175159,0.05366980091861932
18,114,0.1870591824422766
249,465,0.04713638981232473
100,1033,0.28522214379037225
61,1569,0.2210954727951212
14,41,0.200904874979601
64,303,0.10440330593032525
230,653,0.19199668174971782
230,4130,0.08164785698023423
56,223,0.2066702097045507
488,1139,0.02866104554708146
1139,1275,0.23257777203611027
98,428,0.21167500390154986
288,326,0.24095498440906643
326,651,0.26942953361437116
14,175159,0.015547536195468562
54,57,0.1717110412110866
57,187,0.20190199657022506
49,378,0.20354899663671233
49,390,0.23241315591865824
66,104,0.10401201345343246
401,3263,0.0812949477959998
401,1507,0.07972185845876556
401,2614,0.08336091138573348
56,82,0.2347450369533266
423,5277,0.04693131353555466
52,1094,0.1118780266893224
107,117,0.09669268016987764
12,18,0.24091799677546621
100,190,0.2516342257190112
19,27,0.17733954563427642
13,16,0.1357245764238206
16,25,0.14215543201515773
116,7829,0.2148138046527438
20,55,0.17648940619134296
15,175159,0.12646200014794035
17,36,0.27663229628006036
11,28,0.20254613531683846
23,34,0.0376232434615044
405,428,0.20190612720461193
10,405,0.052091865099129345
14,27914,0.09390906056335037
318,722,0.2994889215556335
10,175159,0.0338786275544774
14,175159,0.01311077164165262
28,33,0.249500374249917
296,391,0.2209368497539277
391,1395,0.17406513675862276
11,20,0.29128802861508796
69,18251,0.06009673171787734
20,2799,0.2135020449417624
59,160,0.29647948772976274
328,1395,0.16995249033047638
328,2248,0.09629851846591964
254,328,0.2054253635189866
31,128,0.03359047094738442
84,586,0.19896853851512203
34,638,0.22270444111965543
68,638,0.13479366138766552
58,638,0.144657816209172
81,638,0.24052871393258707
62,7007,0.21766591619918363
62,390,0.19004711527846152
33,486,0.2654810581255559
26,29,0.056029216323972314
116,11474,0.13571031438119166
52,77,0.20672455655260685
14,43,0.21093336433012855
35,175,0.11644372194602515
78,175,0.18976609086318247
423,6561,0.05606366684119161
129,6561,0.22196802895719395
46,62,0.07840265604093358
62,184,0.08783281419116158
130,10241,0.29515857251978017
87,11474,0.23289958926428178
26,33,0.10047181277362363
246,354,0.1157409512171364
25,31,0.2670539037414614
34,59,0.1995158783355398
8,175159,0.10786252843298512
20,175159,0.07210560149981746
108,197,0.12259793303432559
86,164,0.18559156991337167
14,175159,0.012721115242548875
109,478,0.06405237482066749
109,142,0.18220535703492263
68,164,0.13233357974429882
114,370,0.062496454203913414
114,182,0.060770592861752966
34,72,0.0702283741726132
82,416,0.08123185476701417
232,4513,0.11965202099330156
165,4513,0.17457504090411058
443,4513,0.14588802912495671
410,4513,0.02701985500379639
14,4513,0.09944886525763548
294,1677,0.20465442361435177
94,1677,0.240419801181879
117,1147,0.16420621419507445
28,168,0.17383614184504864
62,110,0.22164620635040702
28,62,0.12603134531899712
10,47,0.25123954643260615
7,9,0.07737526950024588
51,57,0.2683513289113013
17,136,0.21831644279321316
71,136,0.16178484685618794
21,26,0.12747470227284272
127,11474,0.19668539337903362
225,911,0.19522503736015306
99,12785,0.2042413222761727
53,12785,0.2533361555910567
158,12785,0.14931278479523644
212,12785,0.055940578530854546
24,69,0.20479060867810417
65,229,0.21320784790689729
36,162,0.28545692257787597
220,227,0.14702174609079
43,100,0.13719970007944118
75,903,0.054828597405004176
903,18318,0.05158719109191766
38,903,0.05885131980839382
63,903,0.06206827669953505
110,903,0.05538226411716071
17,2167,0.05592561208706641
40,41,0.1843052396500661
12,91,0.20167118998157274
45,68,0.19929606585716392
328,1401,0.1549607694308251
409,1401,0.09297226673541864
37,39,0.1185219129010321
41,50,0.032123718911932934
239,304,0.12991735681736505
304,10241,0.25965588640721626
304,319,0.2170502036971788
84,87,0.0
49,63,0.1625748422791192
207,2180,0.20661304573447553
200,2614,0.1191135459063401
123,152,0.1559074160259951
69,1207,0.1694750264565542
158,1207,0.11498130691318048
13,109,0.13817243738427953
409,2614,0.08918534477877971
409,2894,0.058838208218900866
11,129,0.23633057000619362
119,702,0.21594089548371573
92,958,0.21429572942869046
92,635,0.1847913763089465
198,5285,0.25971096362405766
294,5285,0.2172828340763081
39,5285,0.2744779636363216
314,5285,0.15177952046772655
45,72,0.1910777724787562
32,376,0.22262624479092802
191,240,0.17307126855387542
164,191,0.2157012758217729
16,20,0.2443641141041642
25,29,0.13959661793125358
164,351,0.028961009505257186
10,185,0.08289645359071243
48,483,0.06107973156777756
8,27,0.054315013839440665
28,62,0.2644041811526004
22,39,0.024769763897241524
16,55,0.20331070393280987
43,1569,0.15084406550546098
32,18318,0.10411841640272579
33,223,0.21887757723717596
20,118,0.26456770040124833
41,43,0.18148367136346222
163,11474,0.2405270721008251
163,430,0.30332717608712934
100,161,0.1761330378513317
24,37,0.05347435125237697
135,664,0.07003272623520665
18,27914,0.03795174957587778
66,114,0.08249729275423555
238,2248,0.08576376563528781
66,132,0.23580481751671267
70,636,0.06515919074480966
28,36,0.12127683490156246
111,278,0.1973339135086657
41,71,0.14618932077558167
81,312,0.40770949646501287
24,312,0.43258978259519715
24,33,0.10824349075144069
702,814,0.0671952813960934
814,4130,0.012066040175320578
10,18,0.14745953065846382
1135,1195,0.08489994816975627
50,110,0.2236359448313084
8,13,0.2189278339964533
94,4058,0.13036925893859097
66,116,0.17962646155777937
90,135,0.2208002038603359
12,16,0.13121518161242002
15,20,0.023428295088684232
170,10241,0.18856148708118212
506,2020,0.14883089045344322
464,1131,0.023722716273112614
34,71,0.0
34,112,0.0
218,1276,0.23899929996209526
744,1276,0.2240343202723482
37,1276,0.22356890709254562
968,1276,0.22144864537407122
196,1276,0.07366514865128218
62,1276,0.2293784103006686
93,1276,0.23757783396129017
88,1276,0.25441885723727575
20,1569,0.15886028921668965
21,27,0.07689873465046197
43,18318,0.2018150305637644
29,138,0.21848447178956262
44,193,0.1747242293007678
25,61,0.18886595258722624
265,3326,0.21843908258951705
31,94,0.20773574435464492
82,94,0.2335447640303248
14,57,0.20440293840689178
36,572,0.11514630865234533
73,572,0.1605305937127365
146,572,0.15200268540919779
318,6904,0.20721661419962212
14,318,0.06496865641914536
13,25,0.02324243516143436
87,534,0.07441107763640688
82,202,0.026618527000862282
13,1648,0.17352341425561024
21,23,0.16588660519819048
65,77,0.059522376140713006
14,21,0.3892787627062355
29,88,0.013735019588659372
18,29,0.12714029131452875
163,2799,0.13084227150221267
163,3721,0.23578816569688774
22,137,0.24466318382732885
30,33,0.019680144593864496
137,380,0.20678377155327018
16,175159,0.01449398255734085
49,18318,0.12840217327559927
148,7829,0.3000506274833507
19,673,0.11857298851108847
231,673,0.12428882533008188
152,673,0.11026631733858544
81,163,0.1598279991747646
163,465,0.06032719943478797
73,1405,0.15903567413857905
42,1405,0.153397213800758
9,11,0.2042862165145279
13,16,0.16203732175614471
86,1395,0.228584415887175
75,28914,0.14970336057292583
12,20,0.17493126840888545
208,221,0.2105215857411816
17,30,0.1744106177392717
8,50,0.22329132458151224
86,1663,0.1470163691848307
189,371,0.23491428323982583
90,371,0.23253572488862123
9,11,0.11384010337859986
16,64,0.14913091847747056
9,62,0.2032942900663836
62,94,0.19556923107612426
100,189,0.19756848690502304
100,27914,0.16004937853292397
72,1554,0.19872600718115715
59,72,0.1993114174155573
65,18251,0.26578738934959945
312,847,0.0500885539748463
312,359,0.036762839784785575
33,483,0.0963288719599118
19,21,0.14242331872064268
21,175159,0.04863485684368289
14,40,0.14878048166758992
16,516,0.059603498476012574
51,972,0.1728443839102527
58,6997,0.24132056527570173
9,20,0.08887703741936402
26,42,0.2622267907967028
15,1010,0.16734528319484152
15,175159,0.10917413086358055
19,175159,0.020551331300299718
282,355,0.05517478333098626
293,368,0.15196634990959212
197,256,0.1301631887663536
256,399,0.1846086865769028
116,4081,0.18504221204964813
116,19281,0.20074010650197974
84,664,0.26358543805251866
12,70,0.058019031852511616
120,773,0.20669317854593405
12,175159,0.008203596017357605
80,1094,0.21662331283859138
80,401,0.2088782820225037
7,18,0.1016833470521604
276,3250,0.19719003651287612
276,1435,0.12239263633101333
189,209,0.29799402014936816
189,262,0.2485979705127149
18,193,0.1176080284310301
138,271,0.17104209825368524
54,84,0.30505928425270135
37,60,0.1323886755775419
15,50,0.12240462238489808
15,15,0.17123236982567638
15,145,0.19882364610965544
588,1683,0.14366492614275295
128,28914,0.27456197084092226
75,18318,0.10198149362466197
11,175159,0.11979180488094562
69,1558,0.14866543338856156
10,16,0.08178313882165754
144,2407,0.26850671205706056
845,2428,0.09026827300022053
128,845,0.005911475480615286
488,845,0.07482914369311906
9,10,0.023742204131852317
9,29,0.04269162808154579
9,14,0.2220371254288631
9,21,0.3020391330941543
89,774,0.006319157491556418
527,3263,0.04225371291573972
364,3263,0.15066233665255602
83,3263,0.04256385043218326
546,3263,0.15627617570573044
100,3263,0.13056909554039503
1419,3263,0.0273849873626924
167,3263,0.13273395667218
120,239,0.025652143353760763
45,46,0.18538515168025335
68,889,0.12919068554323865
889,11474,0.0924660623133782
227,889,0.023529551366556788
123,1547,0.10932763410473408
58,1547,0.13191514729965675
22,175159,0.10841293340833964
20,33,0.13456429822419783
9,20,0.06720017466236988
103,1752,0.3076272791914376
35,179,0.016813953062835035
65,19281,0.22561399957028455
35,770,0.12998881531482354
88,153,0.16809094262437513
159,2020,0.21072138277713864
159,2428,0.2831161963148807
159,2180,0.24482634683895543
35,105,0.2192161058260378
261,7007,0.14811381762637293
139,7007,0.06133958302023064
144,18251,0.054024374292213045
92,118,0.20438057795706127
621,23813,0.016883081173038043
107,1663,0.06622799562125614
12,23,0.04078724641432618
500,518,0.26061718469855677
518,1659,0.20630927837666063
53,27914,0.12840942951815976
35,67,0.07419480463307337
57,92,0.023974183738572418
22,27,0.24215095418870308
7,23,0.22158508684606776
125,206,0.19260649117396053
25,118,0.1675864306495254
16,64,0.14892426853484905
67,6904,0.15046555652966737
36,41,0.13611656299001168
11,39,0.18063494123618554
22,99,0.19157309225605662
75,23813,0.12911542835636097
9,16,0.19878919148533353
12,29,0.1385834340101222
144,23813,0.10612249914406353
144,18318,0.0875273618907007
31,179,0.0240623414197905
67,409,0.14296272876497926
134,8742,0.3041124889743072
134,343,0.16246700481408227
16,23,0.060417499619046786
12,213,0.16294550127709612
14,175159,0.07279629304857932
43,46,0.11267209308148056
40,41,0.10414366207301577
257,404,0.14743316506558188
41,968,0.13598473618817808
195,3247,0.13103391255203148
100,3247,0.24555676154802103
172,3247,0.10054542146004156
462,3247,0.14290613600795088
7,16,0.11544239166731056
32,92,0.11873476856893701
15,92,0.012077663885768086
79,111,0.17252686722499494
15,31,0.2719771518968438
34,98,0.14315476727036477
37,342,0.11375440174796067
12,223,0.16840506966841495
223,636,0.018466111178682347
223,4508,0.03874952054704463
47,57,0.2416040637951706
91,23813,0.2794120338124051
240,23813,0.2156587027055814
58,23813,0.2691664943228709
127,23813,0.3734042924312164
31,23813,0.08514176935663868
56,23813,0.08558537044388247
13,16,0.023039916774380463
11,28,0.17172262657476076
87,94,0.2008397144667226
67,3999,0.07340374935792338
95,18318,0.1262217142430742
71,18318,0.08964326624643941
216,18318,0.1704542437490348
49,18318,0.16410266197254916
49,18318,0.0796542946471763
253,18318,0.0631852353455314
59,18318,0.00850400199614544
42,18318,0.07023598145633972
279,18318,0.18582163646429556
47,18318,0.09389999460962672
143,18318,0.14070008992213123
174,18318,0.24113283700741306
81,18318,0.1906893913145482
108,8742,0.2846601272361918
121,343,0.09838561823632364
158,343,0.17663451227379798
546,4712,0.1955900442632344
1395,4712,0.06613272167309038
886,4712,0.1265208923043173
200,3052,0.20225210984689146
200,4508,0.11894974684382822
200,488,0.26113959536344555
19,19,0.09426665827345299
454,911,0.07562238899772988
454,3887,0.12336456711884294
380,454,0.03333464322803561
14,35,0.043598104920037344
439,1275,0.25648120201620933
47,439,0.29538794784941935
107,2428,0.04143688804280208
373,626,0.21876079615741642
626,3721,0.14529216379354504
76,96,0.046572128934502376
8,13,0.1012886174522326
13,911,0.10483000860630245
77,169,0.10161196004979887
615,1124,0.2057249740938688
69,569,0.10571654170862045
25,175159,0.08066439486563995
21,135,0.05758705238754557
45,253,0.05693823502718285
19,91,0.1704532469130644
17,18,0.1434507303424121
40,2167,0.15462913984602555
21,47,0.15904961707257773
481,744,0.022554144720636028
31,173,0.04155310479185685
16,26,0.31391589631445144
12,23,0.36751503567689986
47,3999,0.07923658275661372
59,3999,0.16627105767077552
9,623,0.17651171235177432
32,39,0.18572165727130696
39,744,0.12878280710352547
60,104,0.09863908246483144
9,23,0.049763004003351936
218,328,0.2596438298088921
41,223,0.17965085737804934
22,2614,0.2760258518349143
213,401,0.0759158388431368
191,4081,0.20845544893209597
521,4081,0.11669968722391744
401,4081,0.10293714732233844
151,4081,0.1366585678178438
276,4081,0.10063252439474527
66,521,0.11856057141158348
15,21,0.3846044498814528
201,3887,0.181508610054466
284,3887,0.19871475658741095
635,3887,0.17383991754225622
1067,3887,0.03491393726952505
90,3887,0.2558517742845361
9,12,0.24248811057379352
583,3721,0.10293628276496011
32,118,0.17171531964854864
29,32,0.1471177088300637
115,137,0.10420496376946334
59,423,0.08131705313560034
194,239,0.11981439852519321
527,3721,0.041137419124620794
19,47,0.20359883468521384
50,54,0.20149199214441302
19,54,0.17940336954244068
138,197,0.1910324424126738
71,176,0.18115930038221636
