k_u,k_v,cosine
5,7,0.04194091404137073
14,41,0.23163103365323792
16,104,0.09343482360363754
16,223,0.06565827839422435
4,7,0.09183278543608298
11,18,0.05548726565367225
12,14,0.10376055507379561
3,19,0.235091699824035
3,283,0.023513997262251125
35,283,0.047874354378978454
2,5,0.0474652322571871
2,3,0.04980146328119912
2,20,0.058837536140950844
19,25,0.09635160948695454
3,25,0.04548815032950492
2,25,0.03281439365291339
9,20,0.006310601845786025
5,40,0.11683262581206588
2,10,0.030390777631839956
3,13,0.016038227913864743
12,38,0.15323596175922408
7,38,0.1868911306412973
8,10,0.03912116998925865
53,60,0.1723147547849196
4,10,0.03882740184253973
4,22,0.04196323055394729
2,38,0.09377646594945399
5,115,0.0456611476675353
5,9,0.1783729555352841
3,4,0.06232643789167272
2,4,0.13588427087641625
2,3,0.0
11,11,0.034445507165361954
2,19,0.02243273683250613
16,27,0.013996852862222417
15,33,0.21065080957273494
2,5,0.05663836102170039
69,70,0.18513070140461768
69,354,0.02529429486050323
2,967,0.15622780005520842
2,7,0.0
20,33,0.011429139609684743
19,31,0.11001572356309311
4,476,0.04891813871205962
3,19,0.014360069186620297
46,65,0.03271115075248423
4,6,0.06343927065048614
27,4340,0.02528877828388543
2,5,0.0019014530505035011
9,23,0.18211577795149986
312,334,0.03594767639883464
2,4,0.0726876158565754
7,37,0.27360610004635233
6,18,0.057223040537923035
47,314,0.10620506751677908
4,5,0.027694420268920633
9,14,0.1076402129606026
3,5,0.1650139226725904
5,8,0.11317732424557872
3,8,0.028034584134956478
13,27,0.19386390735286638
11,162,0.053224584500812876
2,6,0.023000711882451536
4,8,0.03533473919812455
7,35,0.2265782863398792
5,22,0.0026055848905498138
5,39,0.0
5,87,0.0
7,59,0.03863129369691844
4,175159,0.008936172566121134
9,69,0.1823119250300769
69,122,0.201267458508899
2,4,0.03640014621532346
12,17,0.1186986051576571
12,20,0.1318824503382601
2,7,0.2116834388582858
7,427,0.2343701295403725
7,7,0.004238906455119639
6,7,0.019058299867534587
2,17,0.061412109761233506
3,6,0.0688805916466559
96,99,0.15330512884020436
11,32,0.22762609645049653
4,19,0.05425430495130328
2,5,0.08307247580706519
19,22,0.1081099828148449
2,26,0.18822935602756405
3,99,0.02772688546552173
24,102,0.02202942673960476
14,915,0.04744270435900419
311,559,0.08702789122205695
2,64,0.1025541481336949
6,14,0.07359251542592128
2,22,0.054423330678396616
20,22,0.18247746408144683
21,61,0.15693737233860655
2,5,0.056073141293250806
2,5,0.006536980893182305
63,186,0.2246701459920464
9,29,0.07016505919202541
4,6,0.2650801998617798
3,8892,0.13597032010192422
67,8892,0.11593024563111001
16,8892,0.09358811643154478
17,8892,0.14943724966058725
8,14,0.1824195224559042
8,1276,0.16823858798127722
65,227,0.07612880704740181
4,13,0.24195610526588154
9,48,0.187947667670332
8,32,0.09589796267291201
49,54,0.22547262869948306
2,10,0.13980964333316379
11,16,0.0438098981943885
12,18,0.11974936185172849
156,196,0.01541921463654958
38,136,0.015355722347763275
2,3,0.029947649874862387
2,7,0.0
8,445,0.27906984471576135
7,445,0.058141516209384035
7,445,0.07048904429741318
27,445,0.022230780440082785
15,445,0.19610687464668797
232,445,0.09083519769414522
12,100,0.1640935960217207
100,383,0.13800628918806357
13,287,0.11708709683497372
17,287,0.13004703249223534
9,5373,0.004083832315290348
7,14,0.018543554385377675
6,97,0.13287857693110813
6,637,0.08211312135560478
8,8,0.1615967742076818
46,56,0.1922088954974821
27,46,0.07447352162674795
4,1826,0.05478042302440699
2,1826,0.18361180101623198
94,1826,0.023067390027810414
48,1826,0.012638928506699804
3,5,0.04822378167175085
35,78,0.00812051246710148
2,22,0.06160032276499734
9,15,0.15855887043860933
14,314,0.020296618895468677
5,12086,0.17458893781864449
4,97,0.15354057137970664
2,4,0.18681211056190725
5,7,0.15619135002249213
476,797,0.03724418169778461
35,157,0.06662788308300895
20,23,0.20761787405282706
157,3363,0.2033145236907487
42,157,0.023739543388674657
6,11,0.0
4,6,0.0034813673853777657
6,15,0.1160942532110549
2,52,0.11313630682440176
10,82,0.004270194765468866
3,406,0.026966708880722938
10,35,0.0966148213389695
8,30,0.10516496498519438
8,14,0.09086019547301197
5,30,0.16397959471072115
12,2193,0.0126804903086339
39,54,0.08440221667559557
54,306,0.20469471041125709
2,2,0.017304297519410258
8,585,0.03552726721196411
16,68,0.12035051080811504
3,338,0.05091146669491334
281,338,0.11166359950162733
3,29,0.19858468577303168
27,34,0.1577751091624455
4,10,0.1194622572024597
4,8,0.05540139338236321
10,49,0.22161984768530557
5,6,0.015253714540619719
3,5,0.025233315571126253
73,520,0.10107705382995187
16,39868,0.06189976376789714
5,24,0.007292560387330282
15,538,0.03961248776631759
47,143,0.15249079314116384
4,13,0.0970525972746775
16,18,0.0
2,3,0.005068523713293171
8,25,0.0958223719931417
2,16,0.058206359264260134
54,56,0.06750639152595382
3,5,0.039466990315543266
2,4,0.0412373100289604
7,23,0.25206269057899844
86,438,0.0265746135796588
4,9,0.07078239037728022
4,108,0.11355627047024053
8,67,0.07592579817948984
5,58,0.19654570996466664
7,72,0.031056201533199886
8,10,0.12129752265789827
65,18251,0.14310981626075195
20,20,0.12681535214655826
2,7,0.015062614617353767
68,70,0.16062805677471378
68,500,0.16006161895139934
27,68,0.0652286581347432
22,48,0.030986753651995474
178,3082,0.19687332312706934
98,513,0.0
11,42,0.21210701214082145
4,27,0.031096943284979507
7,212,0.16780106331179015
16,48,0.08624557136074698
13,27,0.16168845929347236
6,16,0.22977240942661623
23,73,0.07991990573026744
4,43,0.03286133200717581
8,106,0.11446120013002836
10,32,0.06801533364912168
7,9,0.10810839548876118
6,91,0.09557132675627895
10,30,0.07914172727787613
9,613,0.05632438004560214
13,15,0.011234254724001937
16,20,0.09433918112869452
101,216,0.02998768596955249
101,1569,0.03139802224638483
2,2,0.0699647580630095
2,53,0.06979934805447387
12,36,0.206170889514589
27,492,0.23695686502083146
5,12,0.09323152410329871
2,13,0.23191672828074206
2,4,0.07243648439696022
156,714,0.08730903258000755
14,52,0.04997467309332764
9,1539,0.20395474503849584
66,1539,0.10437261985901004
16,1539,0.23532872251798315
216,1539,0.16669306700166947
10,1539,0.21945344821523316
3,1539,0.1591419993690057
8,11,0.03649102651062125
16,65,0.19850422889488203
8,13,0.05497729268864975
21,201,0.018666350855135617
22,29,0.09992290229810989
6,29,0.09860464541838326
10,29,0.07609473564388053
2,3,0.25393659984445416
4,12,0.11231074472268432
28,20854,0.11038095192927239
2,20854,0.07797356224983752
3,20854,0.03717710559797857
6,20854,0.04809776830893854
231,20854,0.010274176385730124
2,20854,0.08103460253602468
12,20854,0.14651817642269938
2,20854,0.07060177652622524
2,20854,0.05302099721382278
2,20854,0.2049098750369636
2,20854,0.015744822833998143
89,20854,0.15645861884963988
3,143,0.07250316277124777
7,46,0.18758898870414678
3,21,0.16877767202131064
8,49,0.13821911011382276
3,3,0.13003522974181275
28,242,0.31063111501136687
6,608,0.05912933244906725
3,12,0.08820573941900353
22,38,0.08589888916637808
6,61,0.06972187696869381
3,5,0.04637517873296606
2,8,0.040086339256213945
14,16,0.14108853548000322
80,92,0.09029396848408242
6,11,0.07438394608059874
2,35,0.025960055917203732
2,9,0.2079719165039989
18,380,0.22524778577587734
8,299,0.047398274258088
2,13,0.007163719010768955
6,26,0.23079124889943128
9,1782,0.07201198274624734
24,55,0.051195300746257756
9,2428,0.1726607559632733
3,4,0.016162065825912456
3,3887,0.013190774987616099
10,39,0.1323358199384431
8,254,0.18448383948829278
30,39868,0.057163907584253125
3,39868,0.11533242693820411
2,39868,0.03269886886610356
3,39868,0.04025519417169088
15,39868,0.05032015615478533
19,39868,0.19348119772883787
2,39868,0.02459905458873298
57,39868,0.1677264824016514
29,39868,0.14250512083378125
4,6256,0.12969924982558936
134,160,0.17835635260535054
3,9062,0.1771480587700386
7,9062,0.1379491497842365
3,9062,0.07967898726501536
10,17,0.06346303172073468
9,21,0.1954203065062613
16,125,0.1146339506284156
8,60,0.09748900149675886
6,17474,0.12678728520046037
3,14,0.0822562448368696
15,42,0.08764054279918301
18,42,0.05750865592148527
2,5,0.09338945386169702
6,21,0.08615400162607495
7,9,0.02561448633964853
9,12785,0.07782046745892185
18,22,0.1636386298883327
2,14,0.1586145963728074
7,10,0.12929788720428276
11,18,0.12228416601772583
6,8,0.03388243352968872
2,2,0.08962014471656322
258,1211,0.11720224944772524
112,258,0.08735443821618895
26,258,0.10603219919219506
4,196,0.2507186046557359
4,6,0.038811542136347854
14,34,0.21883521402252798
7,29,0.08853486124718965
2,8,0.1820080419041013
3,27,0.14348938179391313
5,39,0.033541609939186624
22,96,0.043605560442163835
2,15,0.11574196824408385
2,32,0.0882818975997644
10,23,0.026981337791829655
7,14,0.19658843625167452
10,875,0.06575543897105958
82,1411,0.14131427349729558
5,39,0.19661224129274363
5,440,0.14903631728918465
5,10,0.09360361503137597
2,270,0.03404994523731329
2,57,0.030669144886787646
5,46,0.0335297628402663
2,12,0.004357555955914463
2,10,0.06806312013475821
2,6,0.051391930389956854
6,17,0.0006513101336425253
2,4,0.25989492402359354
2,9,0.17356995657800967
4,4,0.18245155126524104
3,7,0.09518273769663084
5,11,0.16771253163640293
2,23,0.1454164262284654
2,15,0.0019009505383294093
6,77,0.09678140185566941
3,5,0.1179019355686877
2,6,0.0
4,24,0.09652741169142091
19,29,0.04427514332069255
12,12,0.18919990538310233
3,8,0.0936999354273919
3,9,0.04442327006662829
13,1830,0.04573560612823918
9,1830,0.15779560226891332
15,1830,0.13250408654913176
24,1830,0.1430333500041726
2,10,0.06014147736401357
10,18,0.04731182222470295
7,10,0.10414749066704132
24,140,0.08806491096103689
2,2,0.050649226647250606
5,7,0.05706497561778406
4,50,0.0884191632360048
24,725,0.04551299160488335
24,725,0.02224432155507487
2,7,0.11370210479919032
33,35312,0.018732145633332833
2,24,0.13350653994083383
13,162,0.054892564424962674
3,10,0.15545757834885288
36,290,0.07664313228905695
6,49,0.07191339394151715
5,12,0.02493089337304184
3,5,0.20477006695865482
18,50,0.018126493943456834
8,54,0.20329248605078135
5,9,0.06643204892430488
9,218,0.0035429584857038137
4,88,0.08556388815764178
28,40,0.1995589350996416
40,47,0.13797829532163158
8,12,0.02985118591742271
16,1204,0.12325859515813367
4,12,0.13446228372009966
2,4,0.010654315061199073
118,121,0.18032341712139027
3,130,0.017561470625110542
3,7,0.14803556680300722
14,1611,0.112608803028259
15,37,0.027032099692036758
2,3750,0.1900748015795755
26,59,0.07278877833312844
3,3,0.15957022745672078
61,66,0.2177635773195314
2,14,0.06780325959496232
5,10,0.15467796352589644
6,15,0.147027239128932
37,192,0.2246615529757911
37,115,0.2058912596611809
11,31,0.026638257589769187
3,17,0.24246263488559436
21,715,0.20725655906895205
6,13,0.14064035074678327
2,1558,0.0472487931058754
33,207,0.19449376453546846
7,9,0.20236143016188138
2,19,0.01653458677636724
5,11,0.14047155919026533
5,11,0.031008912893358553
3,434,0.09627024843266008
25,434,0.19076275858289193
3,4,0.1323217024012629
5,68,0.11247966324119153
10,18,0.11570591540133982
5,9,0.059101789416880754
27,31,0.1356558376026546
7,36,0.13171783100982304
64,160,0.0703480977188872
16,160,0.06559377060860996
8,54,0.024908896255578107
50,54,0.02804922477001015
17,32223,0.06305914245949223
3,7,0.06029873370073814
4,45,0.18888098025817454
11,20,0.11679274152691638
32,66,0.08856842508312074
4,6,0.09256598567611436
2,14,0.08133802021374248
13,420,0.05611972629259576
7,93,0.09210930373299539
19,93,0.0716431652479464
19,93,0.08694506324356303
4,39,0.0926018794233065
4,13,0.06768490820959651
3,12,0.04963463080706261
3,11,0.0913900093262826
14,943,0.18970818208613657
17,526,0.27046597982145515
5,9,0.09738082665916953
3,72,0.13650163340917726
3,43,0.0
7,48,0.1513001197401439
4,44,0.03265780597530074
14,24,0.17196538652486834
4,18,0.023299802082547946
18,21,0.1686925884383344
5,61,0.046355803449494186
5,61,0.08866583533588232
32,94,0.25046315594403795
5,7,0.04787166139285932
22,52,0.03146081754416035
6,7,0.2959753059476808
26,30,0.058110726025691145
5,61,0.053554508545543646
10,974,0.17856171914430258
9,13,0.09589620556130832
3,21,0.02208474554569792
14,20,0.13349489710857998
6,16,0.2720347371510675
16,28,0.20788562860274154
6,1464,0.13352446087112596
3,13,0.06410131321787378
34,84,0.193754959152546
2,84,0.15578128989368112
30,84,0.1486901446753027
4,22,0.03710028303649857
3,27,0.08219676446608117
2,3,0.05693159291297023
6,7,0.10580925413219065
8,21,0.1592599668148886
15,284,0.11478400894929275
6,119,0.016582788456596637
2,248,0.015813724084534797
5,7,0.07119787941986121
9,31,0.045079890978401135
3,276,0.02011229756224821
2,37,0.18430650595916637
2,8,0.026954277526198278
17,46,0.19067750327065688
4,73,0.17924214689333265
31,73,0.24366605893307267
2,10,0.05738791874027934
2,8,0.26442603959714917
3,38,0.1389746935298199
4,8,0.09826467141719518
11,1339,0.1493001528662256
69,1339,0.21129747724777467
13,1339,0.22533692231624083
4,703,0.057343931801571206
6,17,0.05441104316933318
34,105,0.008366714949334745
3,4,0.06243208328671801
2,13,0.07866329149751887
4,11,0.17342031023414506
50,1207,0.19440522451224945
3,3,0.05929353398820892
48,111,0.03918824429030885
5,620,0.04472837272296733
9,30,0.07469758978763438
14,1452,0.14958728094403267
25,1452,0.07004782026003128
29,1452,0.1554024535772156
7,14,0.11208314497132686
4,24,0.04133815479230797
8,325,0.07589997860425962
2,5,0.06266053896326373
17,64,0.30972163363015015
2,4,0.168332234459748
15,22,0.05168194463651997
6,6107,0.19956177897350086
17,28,0.05172549228695436
3,7,0.028242026545125847
2,19,0.1601563084452281
4,28,0.11864169448368397
8,28,0.04525262265437103
4,7,0.15378445591368606
2,59,0.02279054829131065
2,22,0.16515053078099284
2,163,0.1418178964740201
5,11,0.00946302349012591
66,172,0.24298831334366205
3,8,0.16074012232432436
178,241,0.0158335678944285
9,11,0.0980305763631724
8,12,0.1222225732723302
3,5,0.0571599410843282
17,121,0.05323158406091898
121,1079,0.04054459574142444
7,12,0.0805976005128021
8,9,0.14211144862043965
122,178,0.14305810459676283
6,125,0.02461728667298072
28,77,0.07935061952890435
20,77,0.0025627845454410697
25,77,0.05180919425596901
29,56,0.02902031702524018
3,7,0.05108582965002709
12,14,0.18001599254179146
11,858,0.148640738225899
6,189,0.09144599469252518
7,189,0.1043265538861651
4,13,0.10253346501697806
13,21,0.1127123498153034
14,586,0.10788554088618076
13,111,0.13731433748185307
28,30,0.12893683618689775
5,23,0.11361871025685392
5,23,0.046323911786161534
4,4,0.09421970196247975
11,36,0.18030079893341328
7,36,0.1510806001705317
19,36,0.2074821502770176
191,386,0.05178428074603668
3,5,0.1482550026343059
2,59,0.24718550883226464
11,2567,0.019537059259911935
3,35,0.03293327196592115
10,15,0.09511833912601568
19,70,0.172584264639836
5,34,0.00978732319746159
6,7,0.15161911514913085
2,3,0.0031407790261553776
11,31,0.1764608574195583
10,29,0.23804943925186067
4,212,0.042683201994235864
2,5,0.036325170149939204
7,152,0.06680117088001018
5,2060,0.2364018395716212
12,292,0.029747886774351116
15,17,0.22444879572265375
5,27,0.14552458045880806
2,2,0.07002485092485741
7,8,0.08908807042002215
6,171,0.15504268167433388
6,42,0.20171579625190506
4,6,0.25872704154067755
91,103,0.17447955524339098
24,91,0.25897958732176707
2,4,0.01974024855188299
215,354,0.0340573053893511
3,3,0.012015367370335539
3,7,0.10592824108812313
5,29,0.00907014671799103
2,108,0.0
23,30,0.15112239342152337
7,23,0.07457703361313522
19,26,0.1471108704718322
2,12,0.22969204883224936
3,22,0.10383174006538376
35,545,0.13384648733944796
262,545,0.1413206405884081
312,545,0.055728794390240824
52,545,0.026706589380778134
2,3,0.12766749720563106
4,31,0.04674118265220308
5,9,0.07974312720667226
3,10,0.028514280943679294
5,17,0.16120655099631911
33,33,0.22915859522374354
2,19,0.20331448640454994
18,885,0.014164097882221496
3,483,0.029501247118935387
3,8,0.26911733879117966
6,11,0.03758169265372668
14,57,0.1393477549585747
3,10,0.10629529250014524
4,48,0.21865257467078367
5,6,0.07606108906458933
4,22,0.14260807602239256
6,7,0.060721007663551416
2,2,0.2773052910668066
6,9,0.16623753132052205
7,39,0.1549046627975093
2,540,0.013066865494858837
2,4,0.026725014616950538
7,11,0.24584138901080976
3,362,0.0731915876688871
73,148,0.03605498485334824
4,9,0.03051024565106087
7,14,0.13082261659857092
46,50,0.03476786549132958
8,16,0.0036376402446505274
2,5,0.05139379358876418
5,12,0.07653282139576026
13,17,0.0976652256884482
2,34,0.2192044689226466
5,7301,0.0624484174968728
15,36,0.04378348735129356
7,144,0.05521203588781176
2,17,0.31786337340552107
19,50,0.22685799806975798
30,1011,0.03655011738675221
26,126,0.21821658395618376
26,93,0.04826885500434769
13,59,0.25180632382491774
53,1126,0.26056362043131076
6,1126,0.32402979713270436
21,1126,0.12189806976822787
11,1126,0.20181587451317431
5,6904,0.043811821011426805
3,1121,0.02785412808002831
13,24,0.07671625589109073
7,21,0.0071460933739131306
21,57,0.1988332411202967
4,57,0.13245313344697363
25,270,0.015675454642464226
9,19,0.04160957333994544
7,9,0.038682419230797724
6,9,0.009596625538119111
13,15,0.027063392843097545
4,7,0.20810253201288226
12,16,0.0699973377724795
13,70,0.22536976642147052
12,13,0.10787626901513002
5,7,0.047463981246783526
6,49,0.18623702266973555
8,9,0.108592019584685
2,2,0.039409665590177924
109,136,0.07519730355757939
96,111,0.1394410856369863
7,11,0.038120986188082615
6,542,0.07652794560387388
6,16,0.1144576953199524
6,15,0.033095600780101174
2,3,0.03646415543936847
3,4,0.04232888134546758
4,5,0.09609670323999017
3,5,0.03939765189246695
4,220,0.07053707240456207
2,143,0.12508931374515045
2,3,0.10533399566846685
35,135,0.11708694056929181
41,135,0.28453436803396487
6,70,0.0
108,119,0.09319205406253746
30,119,0.12131416117678379
26,225,0.10215245661824944
5,52,0.09648918360664573
9,63,0.1771738597573089
2,9,0.01682508333232576
2,2,0.06636458365483686
5,25,0.07480856342699913
27,56,0.014101927592352372
11,11,0.01788731909443977
8,37,0.07710115353607278
5,21,0.0566095843082652
2,3,0.09493608444767077
11,17,0.1071970809103448
12,50,0.04095410371071584
415,3214,0.08781912422235101
415,2107,0.09070684593278475
328,415,0.11771684281811448
2,5,0.014791866572172402
13,24,0.19006930792878546
168,250,0.17208476161709368
49,145,0.09559990360934481
47,145,0.10111715795391332
3,29,0.18327915884553042
30,664,0.0995667078506741
19,5506,0.044995623440764264
2,3,0.06544835496338436
4,8,0.12912782991012497
6,9,0.18352392548541208
23,101,0.0539869473207466
34,82,0.03807124355455968
23,31,0.0995002851222286
17,122,0.16388953728334152
9,316,0.2861263765880463
4,316,0.08712652176412586
29,316,0.3000150323584172
10,316,0.10176275572415606
8,14,0.00981270160834306
51,85,0.12556954080113686
32,237,0.2072421021966632
22,42,0.04756198909068493
8,38,0.18656128268571665
8,48,0.03228545809889108
2,65,0.013213270978105698
16,57,0.10884168906887998
2,65,0.20798841525397446
6,1280,0.01334571349359745
4,157,0.11280915978107808
3,4,0.11998954476511965
4,8,0.1976465991135426
3,6,0.1105673635414027
7,37,0.12817623518662874
18,19,0.18442650827813817
5,7,0.17136188819597975
6,15,0.1648167926222951
43,237,0.2125781680637136
48,237,0.2290007283504329
6,233,0.04034739410208373
63,129,0.05025479360613401
3,25,0.09566476623666466
41,84,0.19631562761094995
3,29,0.047825226016279365
2,3,0.01784132129268885
26,107,0.2519117855614573
63,65,0.1692875185634662
4,92,0.13713932261385117
4,10,0.17100425592744492
3,37,0.03154746284568207
4,10,0.16465097324152178
7,140,0.09640876825689197
11,25,0.14685491536082318
23,169,0.08270682776878677
76,623,0.08685031085062822
3,36,0.10397926011107701
5,11,0.16360010821552096
6,8,0.0910082370364994
8,27,0.21264613919323289
55,459,0.2160007269823031
15,24,0.09431911452111127
3,37,0.24424950964236739
10,14,0.03589558881412303
80,138,0.04263182852212784
3,81,0.04209397008530057
2,28,0.05357779917160149
2,8,0.11217704391042792
9,151,0.014549571138894837
5,84,0.0771191837463003
10,107,0.01771306639020354
2,9,0.008378860990712809
3,45,0.03938783457567601
8,215,0.1658523256744437
6,23,0.11043702484649678
3,6,0.002249492349302604
6,30,0.051141910926074605
15,28,0.20314292103799914
12,49,0.1654313929823276
23,33,0.1512708781770868
23,49,0.13062134286666954
23,34,0.1866026940279408
100,117,0.06937902521155141
20,20,0.2813049285441138
53,1554,0.16403590219745945
26,55,0.07110200353870175
5,15,0.004552760789324581
2,19281,0.15292915281742891
7,68,0.023923690937186173
3,11,0.17402805912614958
3,163,0.17241455688794732
8,224,0.12992837204602312
4,752,0.012305725050611773
5,5,0.13636955346588328
2,16,0.10115576805192764
6,16,0.21968918042874352
36,164,0.1739103572302344
27,41,0.01099204654253444
3,5,0.04613465567515701
2,3,0.31895321861149206
10,38,0.21378057540522852
39,53,0.052567147650040544
8,798,0.23965976452852178
9,119,0.04545550599653492
66,122,0.0
2,5,0.13744049629852717
11,16,0.06351639142893653
11,15,0.029291436755895642
11,1777,0.04915285505655524
13,1777,0.0985438508228799
20,1777,0.1408175620884451
8,35,0.12875187760892223
16,19,0.08786690024058852
25,30,0.17801385202622735
11,132,0.030685931484288973
22,132,0.14095357591187518
14,132,0.06905941849455012
3,71,0.031083311342730048
2,8,0.06584838500851184
4,8,0.1492050624303226
3,68,0.2154791206843332
67,68,0.12976915547320683
11,17,0.025083498467191535
4,1280,0.010081158571627604
49,63,0.07671520409198504
2,5,0.027498636971307215
47,73,0.18591479196899444
3,73,0.10226037333407445
4,55,0.17809320724552585
7,180,0.16566146078502825
5,17,0.15378375037796688
5,8,0.01846243895621079
4,34,0.06728852088377897
5,13,0.0341354053671507
5,6,0.0979284870705989
4,6,0.07900737681538128
8,25,0.26060147213175855
19,124,0.10755562667266991
5,244,0.1119970939463544
2,27,0.06663022854671305
9,17,0.02385909278576175
18,38,0.05153205968221046
16,285,0.13659619885359442
4,108,0.21740857520951803
4,57,0.009502661430747444
27,2407,0.08086982655995688
7,703,0.11671178288102421
35,46,0.16909305422321066
9,25,0.13148399434538516
5,22,0.05834985934297833
6,292,0.06957099317647711
17,27,0.07680700660782736
2,4,0.015718548218963145
4,11,0.11885917339447294
4,86,0.05290492548642843
42,86,0.20276579312337084
15,121,0.03506084638350315
5,34,0.046118066119182656
11,44,0.1526878422917432
44,45,0.10175588438251691
2,3,0.25379413983144505
2,19,0.1439402535094496
20,24,0.18014945719836162
57,85,0.14298605118149638
2,18,0.025461715267305285
9,14,0.21449889970590125
3,20,0.09305191238686358
3,245,0.09104099701817159
24,130,0.17333733944380936
43,77,0.13595015646981823
4,1695,0.12822403949567945
3,9,0.01287154792351744
16,40,0.16433085768627936
7,160,0.09366505990362003
66,120,0.05729161228353723
6,66,0.05720012922739033
2,2,0.07106736697456408
7,8,0.2190244956411604
2,2,0.09842298316035421
5,21,0.11715067102280897
2,56,0.09623301520729856
4,17,0.08514116923193107
9,2519,0.03242751931657041
19,3705,0.18153823340258204
2,51,0.013631186257964579
3,5,0.0594403445245319
2,10,0.04051110660212534
94,140,0.10826240568084844
14,163,0.1305655791069417
14,26,0.09401008043064071
4,14,0.10267825455171661
2,178,0.15673061157206336
5,30,0.15456903267624955
16,38,0.10148103991907562
2,3,0.2122657031250473
4,22,0.0982111263276126
10,18,0.19464959839380835
7,8,0.03308675526912314
254,439,0.16629793492481976
4,13,0.13979625966182102
3,3,0.01933319358086539
3,9,0.04481400630915254
12,175159,0.07080987576746436
17,2651,0.0825391251295209
29,2651,0.09864471628405601
18,20,0.1440477672569921
2,9,0.13051863239236672
4,88,0.07149455153102592
12,25,0.035954467368362227
9,14,0.07078743773629642
2,21,0.1214824155928684
11,35,0.1714172550675948
4,5,0.0792927397531292
41,5022,0.0505216251148137
43,5022,0.11176213544493889
17,154,0.3253023429972577
10,52,0.2294998209782082
115,523,0.050309344099732506
7,115,0.03944791032932668
2,5,0.060129882694664946
5,185,0.12416241878065522
5,10,0.06197937351692641
16,436,0.014842789683971954
2,6,0.06022115591212014
5,105,0.20382992205221726
8,16,0.14146239100196814
2,9,0.07399377463072965
3,23,0.10124046727876583
24,54,0.17050332767800352
33,77,0.22460020138031112
16,77,0.2138609306069716
3,21,0.09120068817197619
306,325,0.0761336204240781
11,20,0.014791487031959467
11,19,0.06889478607018126
2,3,0.009145656280785432
596,1506,0.020958819238651255
7,1506,0.12840831270069658
4,1506,0.05058496472320065
4,4,0.031279579358430655
15,154,0.15749829520851977
13,15,0.06648686957849849
12,15,0.1438979734580164
7,7,0.049903627369615795
8,13,0.20461543467486032
9,19,0.09031172059188151
3,7,0.17665108606100716
7,13,0.19272283821664765
2,535,0.12951895837171828
5,7,0.064240101596878
3,12,0.11022663116163908
6,11,0.1583860167709964
2,28,0.149543344720654
6,207,0.22265240168536138
47,207,0.1779493573227014
5,423,0.11486552008892258
2,155,0.014317231767111506
18,23,0.18397622110419667
2,12,0.18412299946946148
10,57,0.049567234501961745
2,52,0.09795711988200624
10,12,0.07785548455311381
2,8,0.01994781415232358
6,22,0.018671981848994035
20,33,0.14755637639189673
5,14,0.20666700713683717
5,78,0.06570010311338109
542,736,0.07105891108118412
5,542,0.1960456623999684
2,8,0.04074950970659712
2,2,0.07964656069846827
3,33,0.04759148345166715
18,20,0.06202605568672575
4,20,0.07913108116562753
2,26,0.10863361973037175
11,15,0.17987845460028584
3,7,0.03573417434274844
2,7,0.12991507106835992
2,35,0.04735431064111323
8,9,0.11470443035480814
2,8,0.10807712247693199
4,10,0.011089810377464166
4,5,0.023394798988731244
20,128,0.028944488841699947
3,22,0.17659853434858738
7,37,0.1361311501000227
4,4,0.007420788049219794
2,2,0.07444676442196928
6,51021,0.17117469776216865
6,6,0.0515910028645236
6,19,0.0715905858253669
9,39,0.05951681370870045
16,52,0.08976501480474781
2,2,0.011148716327316344
6,12,0.050841927996099975
2,12,0.061853079273706056
17,25,0.23173686385661274
17,19,0.21026568195770545
5,17,0.12218895372748353
6,21,0.22740878789959396
12,266,0.2812289688602524
2,7,0.15905890514301138
11,20,0.16660690871202355
10,23,0.037175383096156256
7,166,0.25250265391885673
3,15,0.15320169265779712
2,7,0.014423727932698601
9,42,0.0
10,60,0.07857959838638555
60,62,0.1162792034055885
36,46,0.11603360319506864
2,683,0.17975970201032668
2,64,0.20515411694066982
13,20,0.2109739338277956
13,88,0.13659269485890868
2,3,0.11019768489843591
13,21,0.06198408641115066
98,233,0.08373426601218542
64,98,0.23931798139108623
3,74,0.06589920993077962
7,224,0.06939811780128446
28,36,0.07732300507390426
30,89,0.05627434841618067
24,39,0.2197654080437927
9,799,0.08687357788269945
8,9,0.10532346440263532
9,18,0.14659405830988398
2,26,0.08640053910442194
2,8,0.026463728747822927
12,37,0.09134076034247808
4,10,0.04117326112648496
13,17,0.12076195348313831
2,3,0.12664534519591997
10,270,0.18548148940115342
6,270,0.02829651101802093
22,270,0.13567348182639616
3,3,0.04385241353992686
2,6,0.1530765495503616
26,58,0.06044984688902872
2,221,0.18335571366291076
13,30,0.039352745341200014
11,205,0.09672309454990223
8,324,0.1836934956763261
7,1121,0.0811691957686089
5,1121,0.004238527690028486
505,1121,0.043427185399329896
6,1121,0.061659394766808866
38,1859,0.1610606994535838
74,1859,0.20422284159159587
160,169,0.01650749250562195
16,169,0.03259894706269431
7,29,0.1999212784050789
2,2,0.03307953087773394
3,7,0.08515083866537015
4,34,0.020641042867781453
4,19,0.08305672493652914
11,23,0.036393086677561304
35,325,0.09015099652444812
14,325,0.027448104193856137
4,45,0.06802305203335773
2,2,0.09335997342498467
3,8,0.20490423680449518
10,127,0.0386243944064596
8,13,0.13580163322293934
10,18,0.10444465064086109
18,123,0.034629557740370034
3,10,0.05490414931917074
7,1639,0.029360675447745073
