s_raw,s_eff,cosine
1,1.0,0.08753204468398476
1,1.0,0.14853097920530395
1,1.0,0.08655071033051662
1,1.0,0.1417677913917509
1,1.0,0.07129003407693196
1,1.0,0.13921416985309587
1,1.0,0.09905588872827784
1,1.0,0.24487073978724394
1,1.0,0.1408292679874455
1,1.0,0.14312712043763443
1,1.0,0.041092414752285235
1,1.0,0.11818063586540666
1,1.0,0.06971288152965971
1,1.0,0.08140934805633118
1,1.0,0.03641610873921737
1,1.0,0.05543569490436112
1,1.0,0.21243973418838932
1,1.0,0.009852581737945055
1,1.0,0.05270401209224877
1,1.0,0.010656407075276018
1,1.0,0.032861089429428655
1,1.0,0.10421078863911376
1,1.0,0.12789845981984538
1,1.0,0.12591216509229675
1,1.0,0.0266458215239954
1,1.0,0.03121225547063078
1,1.0,0.2478065577699633
1,1.0,0.029823932836149866
1,1.0,0.03613765119614955
1,1.0,0.051693535368793786
1,1.0,0.020782849530525106
1,1.0,0.041578964137179035
1,1.0,0.16887994333282472
1,1.0,0.08930534323566265
1,1.0,0.09200418155874103
1,1.0,0.16715899634319098
1,1.0,0.043398481102103634
1,1.0,0.053356110390575064
1,1.0,0.03750698592130934
1,1.0,0.0732800377597758
1,1.0,0.023450830942286352
1,1.0,0.10605488778957549
1,1.0,0.1289556717296384
1,1.0,0.2108072524691466
1,1.0,0.07273358246326164
1,1.0,0.17639456175156792
1,1.0,0.056867952512028586
1,1.0,0.2615529632107536
1,1.0,0.08778154194859157
1,1.0,0.2527694601210744
1,1.0,0.039625576493861246
1,1.0,0.25150362620311983
1,1.0,0.03905415023508238
1,1.0,0.2813912356533615
1,1.0,0.17684306875343167
1,1.0,0.006980781146622329
1,1.0,0.016069580684132903
1,1.0,0.22280800955100122
1,1.0,0.09572794071325312
1,1.0,0.030995172889808055
1,1.0,0.057899149801298545
1,1.0,0.0033159769660268397
1,1.0,0.008918286842589109
1,1.0,0.024959774877156973
1,1.0,0.13615046585439086
1,1.0,0.1152276402689
1,1.0,0.14156998378461072
1,1.0,0.09913006106684727
1,1.0,0.09736483807338928
1,1.0,0.021710803063559655
1,1.0,0.21086866749800948
1,1.0,0.15632381730347697
1,1.0,0.003101156905716587
1,1.0,0.09307372375308696
1,1.0,0.1081378227549109
1,1.0,0.16450970679730936
1,1.0,0.11390493198902951
1,1.0,0.03414752140958495
1,1.0,0.05028982290941094
1,1.0,0.034620356210461285
1,1.0,0.06233648483452047
1,1.0,0.14900099484914842
1,1.0,0.14219447036147734
1,1.0,0.12811690181943328
1,1.0,0.06409586975457726
1,1.0,0.13865752491028682
1,1.0,0.2338360758543386
1,1.0,0.046748378551694274
1,1.0,0.06949000555075768
1,1.0,0.07643989402626572
1,1.0,0.0
1,1.0,0.026938174914685576
1,1.0,0.05530099332229092
1,1.0,0.03849641209228482
1,1.0,0.10633298109327857
1,1.0,0.08153285253959257
1,1.0,0.12829255427320108
1,1.0,0.011906573704932697
1,1.0,0.04349548218610063
1,1.0,0.15908682742228036
1,1.0,0.03325278245790559
1,1.0,0.14142877513812135
1,1.0,0.20183763814886624
