source,target,flow,entropyStoT,entropyTtoS
did:plc:2222cxntd4c3qttyd7smldsp,did:plc:222prt5tssirapxelyjweeef,,6.806112269218601,16.901306840365336
did:plc:2222cxntd4c3qttyd7smldsp,did:plc:222q3jfaofkkiqueuyt7vijp,,7.408146591901795,8.139772403973806
did:plc:2222cxntd4c3qttyd7smldsp,did:plc:222q4fizho7utgvnojyhqdp3,,6.093090983871891,16.831638653963193
did:plc:2222cxntd4c3qttyd7smldsp,did:plc:222q73euheunimbhtxko4t5t,,8.124121311829187,31.0
did:plc:2222cxntd4c3qttyd7smldsp,did:plc:222qblrdr6lfqm5pifctcc4l,,6.280833283094833,29.837275176064043
did:plc:2222cxntd4c3qttyd7smldsp,did:plc:222qbsyf54ede2v5r7gttegz,,7.282174936050905,21.00358756356356
did:plc:2222cxntd4c3qttyd7smldsp,did:plc:222qcgbi36pobcu25wlb7ty3,,8.577676550710448,9.225695156274584
did:plc:2222cxntd4c3qttyd7smldsp,did:plc:222qidrzgjcmnxezoihfttco,,8.124121311829187,6.758138768251368
did:plc:2222cxntd4c3qttyd7smldsp,did:plc:222qot6tnx2kv5aaliw4dc7d,,6.6275726491238105,11.329678447524083
did:plc:2222cxntd4c3qttyd7smldsp,did:plc:222qqedb2kgz3ulwbpboltw2,,13.540202186381977,7.146540238055713
did:plc:2222cxntd4c3qttyd7smldsp,did:plc:222qugqayiyhgvsfyqltbmg4,,8.124121311829187,0.0
did:plc:2222cxntd4c3qttyd7smldsp,did:plc:222qvm5uua2q7s7xvzhkhkp5,,7.145116013932328,24.722296714511668
did:plc:2222cxntd4c3qttyd7smldsp,did:plc:222qxdsxcyjbxov3lu6tfvv2,,8.103019698032229,11.916440486075636
did:plc:2222cxntd4c3qttyd7smldsp,did:plc:222qyayhgbyc2ywt54y3ylg4,,8.124121311829187,6.262283368064689
did:plc:2222cxntd4c3qttyd7smldsp,did:plc:222qypm44o36crvjyg74yl2d,,6.395740027355653,170.47655100325505
did:plc:2222cxntd4c3qttyd7smldsp,did:plc:222qzizhpit66yghqjlruagb,,6.31876102031159,13.676877826866129
did:plc:2222cxntd4c3qttyd7smldsp,did:plc:222r6ruwxxslvz6wfstnbx7q,,6.259105636765791,10.349090489058439
did:plc:2222cxntd4c3qttyd7smldsp,did:plc:222rivnts2b2exozu6zvb4ob,,15.270651262483907,8.823367240046235
did:plc:2222cxntd4c3qttyd7smldsp,did:plc:222rnvnta2lbl364bog2plxw,,7.323872833749362,11.192434586668341
did:plc:2222cxntd4c3qttyd7smldsp,did:plc:222rupxxu3pfrbmcgf44mxxd,,6.2558564805374575,18.89412881800182
did:plc:2222cxntd4c3qttyd7smldsp,did:plc:222rwpsfxli6msldonxw43bm,,8.124121311829187,8.71875
did:plc:2222cxntd4c3qttyd7smldsp,did:plc:222rwtscalr2qg4rzyenbd2r,,6.874256494624697,23.07190097214768
